Zeit;Fahrradbruecke;Fahrradbruecke stadteinwaerts Fahrraeder;Fahrradbruecke stadtauswaerts Fahrraeder;Symbol Wetter;Temperatur (°C);Gefuehlte Temperatur (°C);Regen (mm);Quelle
10.01.2023 09:00;650;366;284;Bedeckt;3;-1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
10.01.2023 10:00;379;213;166;Bedeckt;3;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
10.01.2023 11:00;504;259;245;Leicht bewoelkt;4;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
10.01.2023 12:00;524;218;306;Leicht bewoelkt;5;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
10.01.2023 13:00;759;317;442;Leicht bewoelkt;5;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
10.01.2023 14:00;550;268;282;Sonnig;5;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
10.01.2023 15:00;845;434;411;Sonnig;5;4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
10.01.2023 16:00;831;342;489;Sonnig;4;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
10.01.2023 17:00;911;404;507;Bedeckt;3;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
10.01.2023 18:00;642;276;366;Bedeckt;2;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
10.01.2023 19:00;508;230;278;Bedeckt;2;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
10.01.2023 20:00;331;160;171;Bedeckt;2;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
10.01.2023 21:00;223;124;99;Bedeckt;3;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
10.01.2023 22:00;189;80;109;Bedeckt;2;-1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
10.01.2023 23:00;104;35;69;Leicht bewoelkt;1;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 00:00;49;25;24;Leicht bewoelkt;0;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 01:00;22;13;9;Leicht bewoelkt;1;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 02:00;5;3;2;Bewoelkt;2;-1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 03:00;4;3;1;Bewoelkt;2;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 04:00;15;10;5;Bewoelkt;2;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 05:00;49;37;12;Leicht bewoelkt;2;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 06:00;170;103;67;Leicht bewoelkt;2;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 07:00;949;584;365;Leicht bewoelkt;2;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 08:00;713;405;308;Sonnig;2;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 09:00;632;347;285;Sonnig;3;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 10:00;354;172;182;Sonnig;4;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 11:00;475;218;257;Leicht bewoelkt;6;5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 12:00;534;244;290;Leicht bewoelkt;7;6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 13:00;797;378;419;Leicht bewoelkt;7;6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 14:00;460;243;217;Bedeckt;7;6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 15:00;659;262;397;Bedeckt;7;6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 16:00;652;301;351;Bedeckt;8;6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 17:00;797;359;438;Nieselregen;8;5;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 18:00;691;307;384;Nieselregen;8;5;0.3;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 19:00;495;259;236;Nieselregen;8;5;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 20:00;387;170;217;Bedeckt;8;5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 21:00;236;107;129;Bedeckt;7;4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 22:00;188;83;105;Bedeckt;7;4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
11.01.2023 23:00;102;42;60;Leichter Regenschauer;6;3;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 00:00;42;14;28;Leichter Regenschauer;6;3;0.4;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 01:00;19;8;11;Leichter Regenschauer;6;2;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 02:00;6;3;3;Stellenweiser Regenfall;5;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 03:00;8;3;5;Stellenweiser Regenfall;5;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 04:00;23;17;6;Stellenweiser Regenfall;5;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 05:00;38;31;7;Stellenweiser Regenfall;5;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 06:00;146;82;64;Stellenweiser Regenfall;5;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 07:00;912;545;367;Stellenweiser Regenfall;5;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 08:00;710;373;337;Bedeckt;5;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 09:00;692;399;293;Bedeckt;5;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 10:00;370;201;169;Bedeckt;6;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 11:00;483;228;255;Stellenweiser Regenfall;6;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 12:00;565;238;327;Stellenweiser Regenfall;6;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 13:00;802;347;455;Stellenweiser Regenfall;6;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 14:00;521;251;270;Bedeckt;7;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 15:00;857;414;443;Bedeckt;7;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 16:00;760;366;394;Bedeckt;7;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 17:00;899;394;505;Nieselregen;7;3;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 18:00;692;332;360;Nieselregen;7;3;0.3;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 19:00;512;241;271;Nieselregen;7;3;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 20:00;339;163;176;Bedeckt;7;4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 21:00;256;110;146;Bedeckt;7;4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 22:00;202;77;125;Bedeckt;7;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
12.01.2023 23:00;147;53;94;Bedeckt;6;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 00:00;56;29;27;Bedeckt;6;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 01:00;29;7;22;Bedeckt;5;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 02:00;8;6;2;Bedeckt;5;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 03:00;8;1;7;Bedeckt;5;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 04:00;10;4;6;Bedeckt;5;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 05:00;29;22;7;Bewoelkt;6;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 06:00;140;87;53;Bewoelkt;6;4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 07:00;803;494;309;Bewoelkt;6;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 08:00;649;336;313;Stellenweiser Regenfall;7;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 09:00;693;414;279;Stellenweiser Regenfall;7;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 10:00;463;250;213;Stellenweiser Regenfall;7;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 11:00;533;244;289;Nieselregen;7;4;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 12:00;575;255;320;Nieselregen;7;4;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 13:00;796;311;485;Nieselregen;7;4;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 14:00;598;271;327;Bedeckt;7;4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 15:00;655;309;346;Bedeckt;8;4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 16:00;554;248;306;Bedeckt;7;4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 17:00;590;265;325;Stellenweiser Nieselregen;7;4;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 18:00;437;209;228;Stellenweiser Nieselregen;7;4;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 19:00;405;206;199;Stellenweiser Nieselregen;6;3;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 20:00;257;136;121;Stellenweiser Regenfall;6;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 21:00;209;111;98;Stellenweiser Regenfall;5;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 22:00;163;60;103;Stellenweiser Regenfall;5;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
13.01.2023 23:00;131;49;82;Leichter Regenschauer;4;1;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 00:00;100;36;64;Leichter Regenschauer;4;0;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 01:00;71;32;39;Leichter Regenschauer;4;1;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 02:00;55;19;36;Leicht bewoelkt;4;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 03:00;46;23;23;Leicht bewoelkt;4;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 04:00;18;9;9;Leicht bewoelkt;3;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 05:00;32;20;12;Sonnig;2;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 06:00;49;30;19;Sonnig;2;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 07:00;73;38;35;Sonnig;2;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 08:00;160;81;79;Sonnig;2;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 09:00;298;165;133;Sonnig;2;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 10:00;402;245;157;Sonnig;3;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 11:00;433;228;205;Bedeckt;4;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 12:00;479;240;239;Bedeckt;6;5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 13:00;485;242;243;Bedeckt;6;5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 14:00;507;247;260;Bedeckt;6;5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 15:00;539;272;267;Bedeckt;6;5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 16:00;505;270;235;Bedeckt;5;5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 17:00;438;183;255;Bedeckt;5;4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 18:00;373;135;238;Bedeckt;5;4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 19:00;292;176;116;Bedeckt;5;4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 20:00;250;147;103;Leicht bewoelkt;5;4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 21:00;210;106;104;Leicht bewoelkt;6;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 22:00;152;63;89;Leicht bewoelkt;5;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
14.01.2023 23:00;141;50;91;Leicht bewoelkt;5;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 00:00;150;48;102;Leicht bewoelkt;4;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 01:00;106;23;83;Leicht bewoelkt;5;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 02:00;78;22;56;Leicht bewoelkt;6;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 03:00;61;25;36;Leicht bewoelkt;7;4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 04:00;28;17;11;Leicht bewoelkt;7;4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 05:00;10;6;4;Nieselregen;7;4;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 06:00;28;19;9;Nieselregen;6;4;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 07:00;40;24;16;Nieselregen;6;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 08:00;58;30;28;Sonnig;5;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 09:00;147;85;62;Sonnig;4;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 10:00;154;91;63;Sonnig;5;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 11:00;129;48;81;Bedeckt;7;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 12:00;133;74;59;Bedeckt;8;4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 13:00;191;100;91;Bedeckt;7;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 14:00;160;72;88;Leichter Eisregen;5;1;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 15:00;198;101;97;Leichter Eisregen;4;0;0.3;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 16:00;224;104;120;Leichter Eisregen;4;0;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 17:00;301;140;161;Starker Schneefall;3;0;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 18:00;219;97;122;Starker Schneefall;3;-1;0.3;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 19:00;169;74;95;Starker Schneefall;3;-1;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 20:00;159;68;91;Leicht bewoelkt;3;-1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 21:00;89;51;38;Leicht bewoelkt;2;-1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 22:00;82;43;39;Leicht bewoelkt;2;-1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
15.01.2023 23:00;45;19;26;Sonnig;1;-1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 00:00;13;2;11;Sonnig;1;-1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 01:00;3;3;0;Sonnig;0;-1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 02:00;4;0;4;Sonnig;0;-1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 03:00;4;0;4;Sonnig;0;-1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 04:00;10;7;3;Sonnig;0;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 05:00;30;18;12;Sonnig;0;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 06:00;154;90;64;Sonnig;-1;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 07:00;899;524;375;Sonnig;-1;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 08:00;672;349;323;Sonnig;0;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 09:00;580;334;246;Sonnig;0;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 10:00;331;163;168;Sonnig;1;-1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 11:00;407;192;215;Bedeckt;2;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 12:00;470;213;257;Bedeckt;3;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 13:00;688;299;389;Bedeckt;3;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 14:00;487;233;254;Leicht bewoelkt;3;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 15:00;791;378;413;Leicht bewoelkt;3;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 16:00;706;312;394;Leicht bewoelkt;3;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 17:00;813;391;422;Leichter Schneefall;2;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 18:00;569;262;307;Leichter Schneefall;1;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 19:00;482;231;251;Leichter Schneefall;1;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 20:00;298;149;149;Bedeckt;1;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 21:00;182;92;90;Bedeckt;1;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 22:00;147;61;86;Bedeckt;1;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
16.01.2023 23:00;80;33;47;Leichte Schneeschauer;0;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 00:00;27;15;12;Leichte Schneeschauer;0;-3;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 01:00;12;9;3;Leichte Schneeschauer;0;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 02:00;1;1;0;Sonnig;0;-4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 03:00;2;0;2;Sonnig;0;-4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 04:00;5;4;1;Sonnig;-1;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 05:00;33;27;6;Sonnig;-1;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 06:00;156;86;70;Sonnig;-1;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 07:00;858;504;354;Sonnig;-1;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 08:00;734;403;331;Leicht bewoelkt;-1;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 09:00;651;384;267;Leicht bewoelkt;-1;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 10:00;332;183;149;Leicht bewoelkt;0;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 11:00;463;241;222;Bedeckt;2;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 12:00;540;239;301;Bedeckt;3;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 13:00;749;324;425;Bedeckt;3;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 14:00;482;250;232;Bedeckt;4;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 15:00;713;357;356;Bedeckt;4;3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 16:00;690;291;399;Bedeckt;3;2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 17:00;830;386;444;Bewoelkt;2;1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 18:00;645;298;347;Bewoelkt;1;-1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 19:00;559;279;280;Bewoelkt;1;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 20:00;327;163;164;Maeßiger Schneefall;1;-2;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 21:00;261;110;151;Maeßiger Schneefall;0;-3;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 22:00;199;72;127;Maeßiger Schneefall;0;-4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
17.01.2023 23:00;102;40;62;Starker Schneefall;0;-5;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 00:00;32;17;15;Starker Schneefall;-1;-5;0.4;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 01:00;25;11;14;Starker Schneefall;-1;-5;0.2;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 02:00;4;0;4;Leichte Schneeschauer;-1;-5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 03:00;2;1;1;Leichte Schneeschauer;-1;-5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 04:00;8;5;3;Leichte Schneeschauer;-2;-5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 05:00;39;28;11;Maeßige bis starke Schneefaelle;-2;-6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 06:00;143;78;65;Maeßige bis starke Schneefaelle;-3;-6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 07:00;857;509;348;Maeßige bis starke Schneefaelle;-3;-6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 08:00;693;382;311;Sonnig;-3;-5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 09:00;528;299;229;Sonnig;-4;-5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 10:00;286;166;120;Sonnig;-2;-4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 11:00;409;197;212;Bedeckt;-1;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 12:00;496;230;266;Bedeckt;1;0;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 13:00;772;390;382;Bedeckt;1;-1;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 14:00;505;243;262;Maeßige bis starke Schneefaelle;1;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 15:00;678;300;378;Maeßige bis starke Schneefaelle;0;-2;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 16:00;690;326;364;Maeßige bis starke Schneefaelle;-1;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 17:00;802;373;429;Sonnig;-2;-3;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 18:00;644;266;378;Sonnig;-3;-4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 19:00;475;225;250;Sonnig;-4;-5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 20:00;341;167;174;Leicht bewoelkt;-5;-7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 21:00;260;110;150;Leicht bewoelkt;-6;-8;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 22:00;179;75;104;Leicht bewoelkt;-6;-7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
18.01.2023 23:00;147;64;83;Maeßige bis starke Schneefaelle;-5;-7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.01.2023 00:00;61;23;38;Maeßige bis starke Schneefaelle;-5;-6;0.1;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.01.2023 01:00;24;11;13;Maeßige bis starke Schneefaelle;-5;-7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.01.2023 02:00;19;10;9;Leichter Schneefall;-6;-7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.01.2023 03:00;9;7;2;Leichter Schneefall;-7;-8;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.01.2023 04:00;13;12;1;Leichter Schneefall;-7;-8;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.01.2023 05:00;35;25;10;Leichter Schneefall;-6;-8;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.01.2023 06:00;133;66;67;Leichter Schneefall;-6;-8;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.01.2023 07:00;829;493;336;Leichter Schneefall;-6;-7;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.01.2023 08:00;668;339;329;Leicht bewoelkt;-5;-6;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.01.2023 09:00;553;310;243;Leicht bewoelkt;-4;-5;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.01.2023 10:00;318;169;149;Leicht bewoelkt;-3;-4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.01.2023 11:00;465;230;235;Bewoelkt;-2;-4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
19.01.2023 12:00;468;210;258;Bewoelkt;-1;-4;0;Stadt Konstanz, Amt fuer Stadtplanung und Umwelt
